,B,I,,,,
,13.73626,-46.38885,,,,
,13.76068,-46.38873,,,,
,13.7851,-46.33729,,,,
,13.80952,-46.36539,,,,
,13.83394,-46.50244,,,,
,13.85836,-46.67526,,,,
,13.88278,-46.78863,,,,
,13.9072,-46.80734,,,,
,13.93162,-46.76977,,,,
,13.95604,-46.76099,,,,
,13.98046,-46.80797,,,,
,14.00488,-46.90389,,,,
,14.0293,-46.99801,,,,
,14.05372,-47.06559,,,,
,14.07814,-47.14395,,,,
,14.10256,-47.21762,,,,
,14.12698,-47.28906,,,,
,14.1514,-47.33879,,,,
,14.17582,-47.34338,,,,
,14.20024,-47.32385,,,,
,14.22466,-47.27455,,,,
,14.24908,-47.12176,,,,
,14.2735,-46.92817,,,,
,14.29792,-46.7356,,,,
,14.32234,-46.49499,,,,
,14.34676,-46.18888,,,,
,14.37118,-45.89258,,,,
,14.3956,-45.6454,,,,
,14.42002,-45.42014,,,,
,14.44444,-45.19643,,,,
,14.46886,-44.88595,,,,
,14.49328,-44.49376,,,,
,14.5177,-44.03245,,,,
,14.54212,-43.48719,,,,
,14.56654,-42.9101,,,,
,14.59096,-42.31698,,,,
,14.61538,-41.67383,,,,
,14.6398,-40.98081,,,,
,14.66422,-40.30491,,,,
,14.68864,-39.69948,,,,
,14.71306,-39.16882,,,,
,14.73748,-38.73988,,,,
,14.7619,-38.39863,,,,
,14.78632,-38.05049,,,,
,14.81074,-37.66679,,,,
,14.83516,-37.29938,,,,
,14.85958,-36.9464,,,,
,14.884,-36.61919,,,,
,14.90842,-36.31821,,,,
,14.93284,-36.02615,,,,
,14.95726,-35.74928,,,,
,14.98168,-35.45386,,,,
,15.00611,-35.17476,,,,
,15.03053,-34.97291,,,,
,15.05495,-34.81136,,,,
,15.07937,-34.70402,,,,
,15.10379,-34.62449,,,,
,15.12821,-34.58354,,,,
,15.15263,-34.59381,,,,
,15.17705,-34.6151,,,,
,15.20147,-34.65449,,,,
,15.22589,-34.69009,,,,
,15.25031,-34.76169,,,,
,15.27473,-34.90627,,,,
,15.29915,-35.04831,,,,
,15.32357,-35.22993,,,,
,15.34799,-35.48403,,,,
,15.37241,-35.77016,,,,
,15.39683,-36.08355,,,,
,15.42125,-36.43197,,,,
,15.44567,-36.78163,,,,
,15.47009,-37.16508,,,,
,15.49451,-37.55372,,,,
,15.51893,-37.85844,,,,
,15.54335,-38.01679,,,,
,15.56777,-38.04718,,,,
,15.59219,-38.03786,,,,
,15.61661,-37.99735,,,,
,15.64103,-37.90078,,,,
,15.66545,-37.807,,,,
,15.68987,-37.73993,,,,
,15.71429,-37.62183,,,,
,15.73871,-37.49285,,,,
,15.76313,-37.3443,,,,
,15.78755,-37.17601,,,,
,15.81197,-37.04057,,,,
,15.83639,-36.9847,,,,
,15.86081,-36.97412,,,,
,15.88523,-36.91983,,,,
,15.90965,-36.86911,,,,
,15.93407,-36.85277,,,,
,15.95849,-36.83308,,,,
,15.98291,-36.77781,,,,
,16.00733,-36.67486,,,,
,16.03175,-36.53528,,,,
,16.05617,-36.36428,,,,
,16.08059,-36.17353,,,,
,16.10501,-35.9444,,,,
,16.12943,-35.73482,,,,
,16.15385,-35.59252,,,,
,16.17827,-35.51009,,,,
,16.20269,-35.38498,,,,
,16.22711,-35.22419,,,,
,16.25153,-35.12646,,,,
,16.27595,-35.0991,,,,
,16.30037,-35.05399,,,,
,16.32479,-34.95053,,,,
,16.34921,-34.83908,,,,
,16.37363,-34.74053,,,,
,16.39805,-34.65872,,,,
,16.42247,-34.59326,,,,
,16.44689,-34.46827,,,,
,16.47131,-34.30461,,,,
,16.49573,-34.12541,,,,
,16.52015,-33.94294,,,,
,16.54457,-33.76956,,,,
,16.56899,-33.56231,,,,
,16.59341,-33.33131,,,,
,16.61783,-33.1304,,,,
,16.64225,-33.02389,,,,
,16.66667,-32.98803,,,,
,16.69109,-32.97066,,,,
,16.71551,-32.96467,,,,
,16.73993,-33.00188,,,,
,16.76435,-33.05031,,,,
,16.78877,-33.10258,,,,
,16.81319,-33.17157,,,,
,16.83761,-33.28232,,,,
,16.86203,-33.42214,,,,
,16.88645,-33.56248,,,,
,16.91087,-33.70853,,,,
,16.93529,-33.79703,,,,
,16.95971,-33.83026,,,,
,16.98413,-33.85551,,,,
,17.00855,-33.89948,,,,
,17.03297,-33.99961,,,,
,17.05739,-34.09397,,,,
,17.08181,-34.15784,,,,
,17.10623,-34.16426,,,,
,17.13065,-34.12221,,,,
,17.15507,-34.11519,,,,
,17.17949,-34.13173,,,,
,17.20391,-34.11198,,,,
,17.22833,-34.05748,,,,
,17.25275,-34.00047,,,,
,17.27717,-33.9442,,,,
,17.30159,-33.79303,,,,
,17.32601,-33.53438,,,,
,17.35043,-33.24531,,,,
,17.37485,-33.0003,,,,
,17.39927,-32.81824,,,,
,17.42369,-32.66204,,,,
,17.44811,-32.52461,,,,
,17.47253,-32.43267,,,,
,17.49695,-32.38752,,,,
,17.52137,-32.4055,,,,
,17.54579,-32.57086,,,,
,17.57021,-32.79149,,,,
,17.59463,-32.94861,,,,
,17.61905,-33.06244,,,,
,17.64347,-33.14244,,,,
,17.66789,-33.16905,,,,
,17.69231,-33.10649,,,,
,17.71673,-32.99379,,,,
,17.74115,-32.88034,,,,
,17.76557,-32.77255,,,,
,17.78999,-32.63904,,,,
,17.81441,-32.50689,,,,
,17.83883,-32.43247,,,,
,17.86325,-32.37228,,,,
,17.88767,-32.26676,,,,
,17.91209,-32.17271,,,,
,17.93651,-32.12473,,,,
,17.96093,-32.10194,,,,
,17.98535,-32.05875,,,,
,18.00977,-32.05985,,,,
,18.03419,-32.07022,,,,
,18.05861,-32.07037,,,,
,18.08303,-32.06743,,,,
,18.10745,-31.99013,,,,
,18.13187,-31.8912,,,,
,18.15629,-31.85008,,,,
,18.18071,-31.86451,,,,
,18.20513,-31.87649,,,,
,18.22955,-31.84732,,,,
,18.25397,-31.7625,,,,
,18.27839,-31.69269,,,,
,18.30281,-31.65619,,,,
,18.32723,-31.63897,,,,
,18.35165,-31.54736,,,,
,18.37607,-31.43779,,,,
,18.40049,-31.34388,,,,
,18.42491,-31.30309,,,,
,18.44933,-31.3016,,,,
,18.47375,-31.31644,,,,
,18.49817,-31.27921,,,,
,18.52259,-31.20495,,,,
,18.54701,-31.13221,,,,
,18.57143,-31.01365,,,,
,18.59585,-30.92551,,,,
,18.62027,-30.86917,,,,
,18.64469,-30.81465,,,,
,18.66911,-30.74517,,,,
,18.69353,-30.63813,,,,
,18.71795,-30.4685,,,,
,18.74237,-30.28664,,,,
,18.76679,-30.0841,,,,
,18.79121,-29.85542,,,,
,18.81563,-29.62858,,,,
,18.84005,-29.41533,,,,
,18.86447,-29.2649,,,,
,18.88889,-29.1626,,,,
,18.91331,-29.10118,,,,
,18.93773,-29.10551,,,,
,18.96215,-29.11902,,,,
,18.98657,-29.18333,,,,
,19.01099,-29.27692,,,,
,19.03541,-29.37668,,,,
,19.05983,-29.47791,,,,
,19.08425,-29.57198,,,,
,19.10867,-29.69536,,,,
,19.13309,-29.82056,,,,
,19.15751,-29.87408,,,,
,19.18193,-29.90643,,,,
,19.20635,-29.97281,,,,
,19.23077,-30.07082,,,,
,19.25519,-30.15594,,,,
,19.27961,-30.25489,,,,
,19.30403,-30.37766,,,,
,19.32845,-30.53972,,,,
,19.35287,-30.68172,,,,
,19.37729,-30.77404,,,,
,19.40171,-30.78931,,,,
,19.42613,-30.71489,,,,
,19.45055,-30.58205,,,,
,19.47497,-30.48035,,,,
,19.49939,-30.41377,,,,
,19.52381,-30.34698,,,,
,19.54823,-30.29903,,,,
,19.57265,-30.27354,,,,
,19.59707,-30.2888,,,,
,19.62149,-30.28825,,,,
,19.64591,-30.24618,,,,
,19.67033,-30.1218,,,,
,19.69475,-29.95763,,,,
,19.71917,-29.80199,,,,
,19.74359,-29.67779,,,,
,19.76801,-29.55397,,,,
,19.79243,-29.39778,,,,
,19.81685,-29.22323,,,,
,19.84127,-29.05793,,,,
,19.86569,-28.89704,,,,
,19.89011,-28.78692,,,,
,19.91453,-28.79471,,,,
,19.93895,-28.82838,,,,
,19.96337,-28.85857,,,,
,19.98779,-28.89983,,,,
,20.01221,-28.90636,,,,
,20.03663,-28.91415,,,,
,20.06105,-28.9497,,,,
,20.08547,-29.04541,,,,
,20.10989,-29.18231,,,,
,20.13431,-29.34559,,,,
,20.15873,-29.49227,,,,
,20.18315,-29.62482,,,,
,20.20757,-29.76303,,,,
,20.23199,-29.94643,,,,
,20.25641,-30.16634,,,,
,20.28083,-30.35325,,,,
,20.30525,-30.54085,,,,
,20.32967,-30.73676,,,,
,20.35409,-30.88048,,,,
,20.37851,-31.05397,,,,
,20.40293,-31.24998,,,,
,20.42735,-31.44588,,,,
,20.45177,-31.68112,,,,
,20.47619,-31.99562,,,,
,20.50061,-32.29253,,,,
,20.52503,-32.54478,,,,
,20.54945,-32.70552,,,,
,20.57387,-32.78155,,,,
,20.59829,-32.77633,,,,
,20.62271,-32.73701,,,,
,20.64713,-32.67994,,,,
,20.67155,-32.53878,,,,
,20.69597,-32.32254,,,,
,20.72039,-32.06699,,,,
,20.74481,-31.77238,,,,
,20.76923,-31.4232,,,,
,20.79365,-31.06501,,,,
,20.81807,-30.72731,,,,
,20.84249,-30.42735,,,,
,20.86691,-30.14281,,,,
,20.89133,-29.89178,,,,
,20.91575,-29.66784,,,,
,20.94017,-29.50084,,,,
,20.96459,-29.39222,,,,
,20.98901,-29.32313,,,,
,21.01343,-29.28148,,,,
,21.03785,-29.25562,,,,
,21.06227,-29.19674,,,,
,21.08669,-29.10443,,,,
,21.11111,-29.02069,,,,
,21.13553,-28.96079,,,,
,21.15995,-28.92778,,,,
,21.18437,-28.90221,,,,
,21.20879,-28.84045,,,,
,21.23321,-28.7308,,,,
,21.25763,-28.54045,,,,
,21.28205,-28.31543,,,,
,21.30647,-28.05851,,,,
,21.33089,-27.78741,,,,
,21.35531,-27.49932,,,,
,21.37973,-27.18439,,,,
,21.40415,-26.90758,,,,
,21.42857,-26.67709,,,,
,21.45299,-26.50409,,,,
,21.47741,-26.3855,,,,
,21.50183,-26.26043,,,,
,21.52625,-26.15675,,,,
,21.55067,-26.11996,,,,
,21.57509,-26.09739,,,,
,21.59951,-26.06234,,,,
,21.62393,-26.02176,,,,
,21.64835,-25.99853,,,,
,21.67277,-26.02245,,,,
,21.69719,-26.07916,,,,
,21.72161,-26.12493,,,,
,21.74603,-26.15099,,,,
,21.77045,-26.21128,,,,
,21.79487,-26.28897,,,,
,21.81929,-26.34745,,,,
,21.84371,-26.37893,,,,
,21.86813,-26.42613,,,,
,21.89255,-26.5211,,,,
,21.91697,-26.62023,,,,
,21.94139,-26.74443,,,,
,21.96581,-26.78282,,,,
,21.99023,-26.73095,,,,
,22.01465,-26.69725,,,,
,22.03907,-26.67549,,,,
,22.06349,-26.63388,,,,
,22.08791,-26.54048,,,,
,22.11233,-26.45151,,,,
,22.13675,-26.43046,,,,
,22.16117,-26.52898,,,,
,22.18559,-26.63393,,,,
,22.21001,-26.67137,,,,
,22.23443,-26.60263,,,,
,22.25885,-26.51385,,,,
,22.28327,-26.44283,,,,
,22.30769,-26.34878,,,,
,22.33211,-26.19267,,,,
,22.35653,-25.98858,,,,
,22.38095,-25.83967,,,,
,22.40537,-25.71995,,,,
,22.42979,-25.57287,,,,
,22.45421,-25.40478,,,,
,22.47863,-25.23441,,,,
,22.50305,-25.06919,,,,
,22.52747,-24.89599,,,,
,22.55189,-24.72259,,,,
,22.57631,-24.56304,,,,
,22.60073,-24.41982,,,,
,22.62515,-24.27884,,,,
,22.64957,-24.20011,,,,
,22.67399,-24.10197,,,,
,22.69841,-23.98049,,,,
,22.72283,-23.92003,,,,
,22.74725,-23.89862,,,,
,22.77167,-23.94503,,,,
,22.79609,-24.04351,,,,
,22.82051,-24.1553,,,,
,22.84493,-24.22034,,,,
,22.86935,-24.27545,,,,
,22.89377,-24.34662,,,,
,22.91819,-24.45699,,,,
,22.94261,-24.59754,,,,
,22.96703,-24.70601,,,,
,22.99145,-24.74705,,,,
,23.01587,-24.7284,,,,
,23.04029,-24.72113,,,,
,23.06471,-24.72392,,,,
,23.08913,-24.74681,,,,
,23.11355,-24.80952,,,,
,23.13797,-24.89481,,,,
,23.16239,-24.96399,,,,
,23.18681,-25.08047,,,,
,23.21123,-25.22129,,,,
,23.23565,-25.39463,,,,
,23.26007,-25.61278,,,,
,23.28449,-25.83812,,,,
,23.30891,-26.0777,,,,
,23.33333,-26.3031,,,,
,23.35775,-26.49486,,,,
,23.38217,-26.65589,,,,
,23.40659,-26.82391,,,,
,23.43101,-27.01568,,,,
,23.45543,-27.19935,,,,
,23.47985,-27.32485,,,,
,23.50427,-27.41931,,,,
,23.52869,-27.51944,,,,
,23.55311,-27.65149,,,,
,23.57753,-27.81429,,,,
,23.60195,-27.91606,,,,
,23.62637,-27.99986,,,,
,23.65079,-28.0182,,,,
,23.67521,-27.96531,,,,
,23.69963,-27.83605,,,,
,23.72405,-27.66807,,,,
,23.74847,-27.54339,,,,
,23.77289,-27.47836,,,,
,23.79731,-27.43814,,,,
,23.82173,-27.35118,,,,
,23.84615,-27.25326,,,,
,23.87057,-27.19315,,,,
,23.89499,-27.14758,,,,
,23.91941,-27.07902,,,,
,23.94383,-27.05025,,,,
,23.96825,-27.04572,,,,
,23.99267,-27.07063,,,,
,24.01709,-27.13475,,,,
,24.04151,-27.18183,,,,
,24.06593,-27.19563,,,,
,24.09035,-27.1782,,,,
,24.11477,-27.17473,,,,
,24.13919,-27.16401,,,,
,24.16361,-27.16957,,,,
,24.18803,-27.15629,,,,
,24.21245,-27.06213,,,,
,24.23687,-26.87742,,,,
,24.26129,-26.65842,,,,
,24.28571,-26.43719,,,,
,24.31013,-26.18603,,,,
,24.33455,-25.87604,,,,
,24.35897,-25.58899,,,,
,24.38339,-25.35813,,,,
,24.40781,-25.15414,,,,
,24.43223,-24.96465,,,,
,24.45665,-24.81196,,,,
,24.48107,-24.62297,,,,
,24.50549,-24.40172,,,,
,24.52991,-24.16077,,,,
,24.55433,-23.93293,,,,
,24.57875,-23.73287,,,,
,24.60317,-23.53164,,,,
,24.62759,-23.3094,,,,
,24.65201,-23.06873,,,,
,24.67643,-22.8409,,,,
,24.70085,-22.66981,,,,
,24.72527,-22.53202,,,,
,24.74969,-22.45342,,,,
,24.77411,-22.45824,,,,
,24.79853,-22.58395,,,,
,24.82295,-22.75864,,,,
,24.84737,-22.99059,,,,
,24.87179,-23.23097,,,,
,24.89621,-23.44043,,,,
,24.92063,-23.64929,,,,
,24.94505,-23.8448,,,,
,24.96947,-24.05019,,,,
,24.99389,-24.26354,,,,
,25.01832,-24.45437,,,,
,25.04274,-24.61245,,,,
,25.06716,-24.75225,,,,
,25.09158,-24.86665,,,,
,25.116,-24.96162,,,,
,25.14042,-25.03795,,,,
,25.16484,-25.07414,,,,
,25.18926,-25.03688,,,,
,25.21368,-24.97187,,,,
,25.2381,-24.89199,,,,
,25.26252,-24.80761,,,,
,25.28694,-24.67192,,,,
,25.31136,-24.5295,,,,
,25.33578,-24.40174,,,,
,25.3602,-24.27965,,,,
,25.38462,-24.17463,,,,
,25.40904,-24.1292,,,,
,25.43346,-24.09284,,,,
,25.45788,-24.03795,,,,
,25.4823,-23.92134,,,,
,25.50672,-23.79388,,,,
,25.53114,-23.7327,,,,
,25.55556,-23.68631,,,,
,25.57998,-23.6309,,,,
,25.6044,-23.52436,,,,
,25.62882,-23.36566,,,,
,25.65324,-23.17975,,,,
,25.67766,-22.92362,,,,
,25.70208,-22.58369,,,,
,25.7265,-22.20958,,,,
,25.75092,-21.85289,,,,
,25.77534,-21.49691,,,,
,25.79976,-21.15916,,,,
,25.82418,-20.87983,,,,
,25.8486,-20.70153,,,,
,25.87302,-20.57439,,,,
,25.89744,-20.46326,,,,
,25.92186,-20.37556,,,,
,25.94628,-20.31395,,,,
,25.9707,-20.27775,,,,
,25.99512,-20.24248,,,,
,26.01954,-20.20124,,,,
,26.04396,-20.18981,,,,
,26.06838,-20.16924,,,,
,26.0928,-20.08623,,,,
,26.11722,-19.94269,,,,
,26.14164,-19.7505,,,,
,26.16606,-19.55732,,,,
,26.19048,-19.33817,,,,
,26.2149,-19.14711,,,,
,26.23932,-18.96736,,,,
,26.26374,-18.79617,,,,
,26.28816,-18.67216,,,,
,26.31258,-18.57496,,,,
,26.337,-18.48023,,,,
,26.36142,-18.37393,,,,
,26.38584,-18.19505,,,,
,26.41026,-17.9889,,,,
,26.43468,-17.82005,,,,
,26.4591,-17.65185,,,,
,26.48352,-17.44553,,,,
,26.50794,-17.22925,,,,
,26.53236,-16.99989,,,,
,26.55678,-16.75224,,,,
,26.5812,-16.50836,,,,
,26.60562,-16.24285,,,,
,26.63004,-15.99247,,,,
,26.65446,-15.81316,,,,
,26.67888,-15.69595,,,,
,26.7033,-15.56232,,,,
,26.72772,-15.49134,,,,
,26.75214,-15.49256,,,,
,26.77656,-15.55626,,,,
,26.80098,-15.67219,,,,
,26.8254,-15.77573,,,,
,26.84982,-15.8539,,,,
,26.87424,-15.90617,,,,
,26.89866,-15.92533,,,,
,26.92308,-16.00245,,,,
,26.9475,-16.18352,,,,
,26.97192,-16.40114,,,,
,26.99634,-16.60363,,,,
,27.02076,-16.81033,,,,
,27.04518,-17.08969,,,,
,27.0696,-17.42296,,,,
,27.09402,-17.74929,,,,
,27.11844,-18.06111,,,,
,27.14286,-18.3543,,,,
,27.16728,-18.60398,,,,
,27.1917,-18.78065,,,,
,27.21612,-18.94309,,,,
,27.24054,-19.16737,,,,
,27.26496,-19.4274,,,,
,27.28938,-19.69427,,,,
,27.3138,-19.9803,,,,
,27.33822,-20.29068,,,,
,27.36264,-20.53607,,,,
,27.38706,-20.7381,,,,
,27.41148,-20.93049,,,,
,27.4359,-21.13967,,,,
,27.46032,-21.37493,,,,
,27.48474,-21.56482,,,,
,27.50916,-21.6721,,,,
,27.53358,-21.73993,,,,
,27.558,-21.79936,,,,
,27.58242,-21.8123,,,,
,27.60684,-21.77485,,,,
,27.63126,-21.74389,,,,
,27.65568,-21.73239,,,,
,27.6801,-21.67553,,,,
,27.70452,-21.53616,,,,
,27.72894,-21.36715,,,,
,27.75336,-21.19616,,,,
,27.77778,-21.00258,,,,
,27.8022,-20.80331,,,,
,27.82662,-20.61659,,,,
,27.85104,-20.4947,,,,
,27.87546,-20.40934,,,,
,27.89988,-20.27411,,,,
,27.9243,-20.1074,,,,
,27.94872,-19.871,,,,
,27.97314,-19.51403,,,,
,27.99756,-19.11414,,,,
,28.02198,-18.73509,,,,
,28.0464,-18.33902,,,,
,28.07082,-17.9679,,,,
,28.09524,-17.64539,,,,
,28.11966,-17.31523,,,,
,28.14408,-17.00188,,,,
,28.1685,-16.69558,,,,
,28.19292,-16.39909,,,,
,28.21734,-16.14357,,,,
,28.24176,-15.95575,,,,
,28.26618,-15.81247,,,,
,28.2906,-15.7776,,,,
,28.31502,-15.77754,,,,
,28.33944,-15.74381,,,,
,28.36386,-15.7096,,,,
,28.38828,-15.69665,,,,
,28.4127,-15.67866,,,,
,28.43712,-15.61265,,,,
,28.46154,-15.58954,,,,
,28.48596,-15.59266,,,,
,28.51038,-15.54545,,,,
,28.5348,-15.46525,,,,
,28.55922,-15.41396,,,,
,28.58364,-15.39997,,,,
,28.60806,-15.37053,,,,
,28.63248,-15.31387,,,,
,28.6569,-15.29407,,,,
,28.68132,-15.33712,,,,
,28.70574,-15.39324,,,,
,28.73016,-15.44118,,,,
,28.75458,-15.51096,,,,
,28.779,-15.60492,,,,
,28.80342,-15.66554,,,,
,28.82784,-15.66545,,,,
,28.85226,-15.73417,,,,
,28.87668,-15.83537,,,,
,28.9011,-15.93859,,,,
,28.92552,-16.03113,,,,
,28.94994,-16.07173,,,,
,28.97436,-16.07203,,,,
,28.99878,-16.08221,,,,
,29.0232,-16.13745,,,,
,29.04762,-16.22502,,,,
,29.07204,-16.32992,,,,
,29.09646,-16.43839,,,,
,29.12088,-16.54959,,,,
,29.1453,-16.68486,,,,
,29.16972,-16.82457,,,,
,29.19414,-16.87482,,,,
,29.21856,-16.896,,,,
,29.24298,-16.90847,,,,
,29.2674,-16.90889,,,,
,29.29182,-16.9258,,,,
,29.31624,-16.95841,,,,
,29.34066,-17.02412,,,,
,29.36508,-17.17811,,,,
,29.3895,-17.37289,,,,
,29.41392,-17.55465,,,,
,29.43834,-17.75242,,,,
,29.46276,-17.9512,,,,
,29.48718,-18.14035,,,,
,29.5116,-18.26218,,,,
,29.53602,-18.39452,,,,
,29.56044,-18.53305,,,,
,29.58486,-18.64843,,,,
,29.60928,-18.72951,,,,
,29.6337,-18.73654,,,,
,29.65812,-18.66847,,,,
,29.68254,-18.58351,,,,
,29.70696,-18.5503,,,,
,29.73138,-18.53808,,,,
,29.7558,-18.48588,,,,
,29.78022,-18.39504,,,,
,29.80464,-18.31657,,,,
,29.82906,-18.24256,,,,
,29.85348,-18.18498,,,,
,29.8779,-18.18792,,,,
,29.90232,-18.21799,,,,
,29.92674,-18.21646,,,,
,29.95116,-18.18657,,,,
,29.97558,-18.13061,,,,
,30,-18.06797,,,,
,30.02442,-18.01167,,,,
,30.04884,-17.94835,,,,
,30.07326,-17.8244,,,,
,30.09768,-17.6219,,,,
,30.1221,-17.35056,,,,
,30.14652,-17.04117,,,,
,30.17094,-16.76729,,,,
,30.19536,-16.50142,,,,
,30.21978,-16.25755,,,,
,30.2442,-16.04828,,,,
,30.26862,-15.82972,,,,
,30.29304,-15.6572,,,,
,30.31746,-15.48767,,,,
,30.34188,-15.27139,,,,
,30.3663,-15.063,,,,
,30.39072,-14.86975,,,,
,30.41514,-14.73196,,,,
,30.43956,-14.60051,,,,
,30.46398,-14.50392,,,,
,30.4884,-14.44945,,,,
,30.51282,-14.34958,,,,
,30.53724,-14.26928,,,,
,30.56166,-14.24885,,,,
,30.58608,-14.21823,,,,
,30.6105,-14.18191,,,,
,30.63492,-14.15205,,,,
,30.65934,-14.1168,,,,
,30.68376,-14.07763,,,,
,30.70818,-13.96391,,,,
,30.7326,-13.86974,,,,
,30.75702,-13.86298,,,,
,30.78144,-13.84949,,,,
,30.80586,-13.82408,,,,
,30.83028,-13.85124,,,,
,30.8547,-13.88518,,,,
,30.87912,-13.91912,,,,
,30.90354,-13.96605,,,,
,30.92796,-14.03423,,,,
,30.95238,-14.08306,,,,
,30.9768,-14.14072,,,,
,31.00122,-14.18255,,,,
,31.02564,-14.27116,,,,
,31.05006,-14.42282,,,,
,31.07448,-14.62629,,,,
,31.0989,-14.84304,,,,
,31.12332,-15.08336,,,,
,31.14774,-15.33347,,,,
,31.17216,-15.61346,,,,
,31.19658,-15.97981,,,,
,31.221,-16.29884,,,,
,31.24542,-16.45146,,,,
,31.26984,-16.42295,,,,
,31.29426,-16.28959,,,,
,31.31868,-16.1293,,,,
,31.3431,-15.98082,,,,
,31.36752,-15.78231,,,,
,31.39194,-15.56415,,,,
,31.41636,-15.35421,,,,
,31.44078,-15.1589,,,,
,31.4652,-14.99459,,,,
,31.48962,-14.84438,,,,
,31.51404,-14.72665,,,,
,31.53846,-14.64167,,,,
,31.56288,-14.57857,,,,
,31.5873,-14.50058,,,,
,31.61172,-14.41031,,,,
,31.63614,-14.33869,,,,
,31.66056,-14.33019,,,,
,31.68498,-14.35448,,,,
,31.7094,-14.38159,,,,
,31.73382,-14.35821,,,,
,31.75824,-14.33501,,,,
,31.78266,-14.34161,,,,
,31.80708,-14.3261,,,,
,31.8315,-14.33711,,,,
,31.85592,-14.37412,,,,
,31.88034,-14.3772,,,,
,31.90476,-14.34812,,,,
,31.92918,-14.29449,,,,
,31.9536,-14.22506,,,,
,31.97802,-14.17907,,,,
,32.00244,-14.12953,,,,
,32.02686,-14.01757,,,,
,32.05128,-13.87473,,,,
,32.0757,-13.79513,,,,
,32.10012,-13.76382,,,,
,32.12454,-13.75249,,,,
,32.14896,-13.74997,,,,
,32.17338,-13.77569,,,,
,32.1978,-13.81741,,,,
,32.22222,-13.85404,,,,
,32.24664,-13.86795,,,,
,32.27106,-13.87575,,,,
,32.29548,-13.89169,,,,
,32.3199,-13.92258,,,,
,32.34432,-13.95171,,,,
,32.36874,-13.92745,,,,
,32.39316,-13.87542,,,,
,32.41758,-13.80239,,,,
,32.442,-13.63973,,,,
,32.46642,-13.483,,,,
,32.49084,-13.2886,,,,
,32.51526,-13.15666,,,,
,32.53968,-13.10313,,,,
,32.5641,-13.16261,,,,
,32.58852,-13.22503,,,,
,32.61294,-13.26918,,,,
,32.63736,-13.23125,,,,
,32.66178,-13.21159,,,,
,32.6862,-13.21681,,,,
,32.71062,-13.29548,,,,
,32.73504,-13.42784,,,,
,32.75946,-13.56386,,,,
,32.78388,-13.69811,,,,
,32.8083,-13.86475,,,,
,32.83272,-13.99813,,,,
,32.85714,-14.13567,,,,
,32.88156,-14.25235,,,,
,32.90598,-14.32516,,,,
,32.9304,-14.41021,,,,
,32.95482,-14.4911,,,,
,32.97924,-14.54634,,,,
,33.00366,-14.61298,,,,
,33.02808,-14.68177,,,,
,33.0525,-14.69514,,,,
,33.07692,-14.67949,,,,
,33.10134,-14.63251,,,,
,33.12576,-14.53686,,,,
,33.15018,-14.43562,,,,
,33.1746,-14.36033,,,,
,33.19902,-14.31621,,,,
,33.22344,-14.26918,,,,
,33.24786,-14.20144,,,,
,33.27228,-14.12588,,,,
,33.2967,-14.06269,,,,
,33.32112,-14.02104,,,,
,33.34554,-13.94792,,,,
,33.36996,-13.90703,,,,
,33.39438,-13.89572,,,,
,33.4188,-13.87237,,,,
,33.44322,-13.8875,,,,
,33.46764,-13.9568,,,,
,33.49206,-14.00295,,,,
,33.51648,-14.00035,,,,
,33.5409,-13.95553,,,,
,33.56532,-13.86611,,,,
,33.58974,-13.7397,,,,
,33.61416,-13.57317,,,,
,33.63858,-13.33355,,,,
,33.663,-13.06586,,,,
,33.68742,-12.79662,,,,
,33.71184,-12.57945,,,,
,33.73626,-12.41981,,,,
,33.76068,-12.38369,,,,
,33.7851,-12.44133,,,,
,33.80952,-12.56633,,,,
,33.83394,-12.70293,,,,
,33.85836,-12.93024,,,,
,33.88278,-13.12414,,,,
,33.9072,-13.20874,,,,
,33.93162,-13.33044,,,,
,33.95604,-13.47774,,,,
,33.98046,-13.57689,,,,
,34.00488,-13.61824,,,,
,34.0293,-13.59828,,,,
,34.05372,-13.62433,,,,
,34.07814,-13.72186,,,,
,34.10256,-13.91089,,,,
,34.12698,-14.10418,,,,
,34.1514,-14.32525,,,,
,34.17582,-14.56521,,,,
,34.20024,-14.78049,,,,
,34.22466,-14.98525,,,,
,34.24908,-15.12837,,,,
,34.2735,-15.23107,,,,
,34.29792,-15.27653,,,,
,34.32234,-15.30013,,,,
,34.34676,-15.33794,,,,
,34.37118,-15.31741,,,,
,34.3956,-15.29524,,,,
,34.42002,-15.33888,,,,
,34.44444,-15.37749,,,,
,34.46886,-15.38139,,,,
,34.49328,-15.39105,,,,
,34.5177,-15.3965,,,,
,34.54212,-15.37522,,,,
,34.56654,-15.32384,,,,
,34.59096,-15.23309,,,,
,34.61538,-15.12754,,,,
,34.6398,-14.98338,,,,
,34.66422,-14.8471,,,,
,34.68864,-14.74451,,,,
,34.71306,-14.63131,,,,
,34.73748,-14.55759,,,,
,34.7619,-14.45317,,,,
,34.78632,-14.28521,,,,
,34.81074,-14.12978,,,,
,34.83516,-13.94566,,,,
,34.85958,-13.72892,,,,
,34.884,-13.51602,,,,
,34.90842,-13.315,,,,
,34.93284,-13.08897,,,,
,34.95726,-12.86732,,,,
,34.98168,-12.66488,,,,
,35.00611,-12.47125,,,,
,35.03053,-12.30732,,,,
,35.05495,-12.12731,,,,
,35.07937,-11.97832,,,,
