B,I
73.41758,-65.5575
73.4591,-63.70417
73.50061,-61.88119
73.54212,-60.06418
73.58364,-58.19574
73.62515,-56.31035
73.66667,-54.47021
73.70818,-52.66427
73.74969,-50.90284
73.79121,-49.16976
73.83272,-47.50639
73.87424,-45.90424
73.91575,-44.36035
73.95726,-42.85833
73.99878,-41.44444
74.04029,-40.12334
74.08181,-38.91793
74.12332,-37.79888
74.16484,-36.72846
74.20635,-35.66694
74.24786,-34.61438
74.28938,-33.57841
74.33089,-32.57128
74.37241,-31.58774
74.41392,-30.65602
74.45543,-29.7961
74.49695,-28.98212
74.53846,-28.21841
74.57998,-27.51568
74.62149,-26.89257
74.663,-26.35336
74.70452,-25.89687
74.74603,-25.51684
74.78755,-25.18928
74.82906,-24.86597
74.87057,-24.52159
74.91209,-24.15099
74.9536,-23.75719
74.99512,-23.35807
75.03663,-22.98634
75.07814,-22.65263
75.11966,-22.34768
75.16117,-22.07835
75.20269,-21.85529
75.2442,-21.62967
75.28571,-21.39512
75.32723,-21.14091
75.36874,-20.84737
75.41026,-20.53899
75.45177,-20.24868
75.49328,-19.98998
75.5348,-19.78352
75.57631,-19.64058
75.61783,-19.56909
75.65934,-19.50902
75.70085,-19.41398
75.74237,-19.27128
75.78388,-19.08768
75.8254,-18.94368
75.86691,-18.87499
75.90842,-18.84396
75.94994,-18.80424
75.99145,-18.75538
76.03297,-18.73453
76.07448,-18.7388
76.116,-18.71406
76.15751,-18.62647
76.19902,-18.48161
76.24054,-18.30044
76.28205,-18.10898
76.32357,-17.92748
76.36508,-17.77908
76.40659,-17.67321
76.44811,-17.60417
76.48962,-17.59896
76.53114,-17.64505
76.57265,-17.68482
76.61416,-17.66099
76.65568,-17.57477
76.69719,-17.45705
76.73871,-17.2956
76.78022,-17.11062
76.82173,-16.96022
76.86325,-16.85646
76.90476,-16.77103
76.94628,-16.68873
76.98779,-16.59853
77.0293,-16.49146
77.07082,-16.38178
77.11233,-16.31114
77.15385,-16.26421
77.19536,-16.21565
77.23687,-16.14772
77.27839,-16.05173
77.3199,-15.9481
77.36142,-15.83566
77.40293,-15.68421
77.44444,-15.51604
77.48596,-15.35428
77.52747,-15.21188
77.56899,-15.04309
77.6105,-14.83347
77.65201,-14.59865
77.69353,-14.36043
77.73504,-14.12633
77.77656,-13.89538
77.81807,-13.65598
77.85958,-13.41666
77.9011,-13.17547
77.94261,-12.93815
77.98413,-12.7077
78.02564,-12.49616
78.06716,-12.30888
78.10867,-12.1245
78.15018,-11.91861
78.1917,-11.68654
78.23321,-11.45561
78.27473,-11.22915
78.31624,-11.04985
78.35775,-10.93326
78.39927,-10.85326
78.44078,-10.80325
78.4823,-10.79573
78.52381,-10.81823
78.56532,-10.88171
78.60684,-10.98857
78.64835,-11.11174
78.68987,-11.23808
78.73138,-11.37819
78.77289,-11.50441
78.81441,-11.60043
78.85592,-11.64867
78.89744,-11.60138
78.93895,-11.44616
78.98046,-11.23188
79.02198,-11.01414
79.06349,-10.82152
79.10501,-10.67123
79.14652,-10.52656
79.18803,-10.38991
79.22955,-10.23324
79.27106,-10.03701
79.31258,-9.80523
79.35409,-9.563103
79.3956,-9.354581
79.43712,-9.240721
79.47863,-9.201305
79.52015,-9.165269
79.56166,-9.069997
79.60317,-8.929873
79.64469,-8.807399
79.6862,-8.738733
79.72772,-8.722119
79.76923,-8.730702
79.81074,-8.736513
79.85226,-8.731147
79.89377,-8.68185
79.93529,-8.564216
79.9768,-8.412909
80.01832,-8.274249
80.05983,-8.146403
80.10134,-7.991032
80.14286,-7.771036
80.18437,-7.475036
80.22589,-7.148032
80.2674,-6.827021
80.30891,-6.524308
80.35043,-6.258645
80.39194,-5.996368
80.43346,-5.709849
80.47497,-5.422895
80.51648,-5.1358
80.558,-4.850912
80.59951,-4.569749
80.64103,-4.318661
80.68254,-4.084457
80.72405,-3.836782
80.76557,-3.582991
80.80708,-3.35786
80.8486,-3.177554
80.89011,-3.028421
80.93162,-2.900834
80.97314,-2.769878
81.01465,-2.646562
81.05617,-2.524859
81.09768,-2.410977
81.13919,-2.302838
81.18071,-2.176868
81.22222,-2.036588
81.26374,-1.914685
81.30525,-1.805704
81.34676,-1.696669
81.38828,-1.594349
81.42979,-1.509808
81.47131,-1.398281
81.51282,-1.242508
81.55433,-1.068844
81.59585,-0.8863699
81.63736,-0.6993065
81.67888,-0.5182279
81.72039,-0.3693962
81.7619,-0.2391498
81.80342,-0.07195376
81.84493,0.1337219
81.88645,0.3050155
81.92796,0.4184539
81.96947,0.5037944
82.01099,0.5924315
82.0525,0.686832
82.09402,0.765743
82.13553,0.8438101
82.17705,0.9238417
82.21856,1.024606
82.26007,1.139142
82.30159,1.254938
82.3431,1.426256
82.38462,1.669147
82.42613,1.925478
82.46764,2.188512
82.50916,2.469731
82.55067,2.748631
82.59219,2.997847
82.6337,3.192775
82.67521,3.332638
82.71673,3.443726
82.75824,3.544664
82.79976,3.635431
82.84127,3.663794
82.88278,3.617889
82.9243,3.551702
82.96581,3.521067
83.00733,3.542516
83.04884,3.59229
83.09035,3.636168
83.13187,3.661819
83.17338,3.702625
83.2149,3.778162
83.25641,3.868814
83.29792,3.944873
83.33944,4.040878
83.38095,4.154472
83.42247,4.218503
83.46398,4.239259
83.50549,4.232824
83.54701,4.188053
83.58852,4.105099
83.63004,4.003813
83.67155,3.918796
83.71306,3.834666
83.75458,3.740133
83.79609,3.671082
83.83761,3.62395
83.87912,3.578873
83.92063,3.564489
83.96215,3.620554
84.00366,3.749195
84.04518,3.910616
84.08669,4.083467
84.12821,4.259347
84.16972,4.426833
84.21123,4.56748
84.25275,4.6825
84.29426,4.796411
84.33578,4.918083
84.37729,5.024525
84.4188,5.118508
84.46032,5.185434
84.50183,5.232654
84.54335,5.266613
84.58486,5.264522
84.62637,5.229481
84.66789,5.183079
84.7094,5.156956
84.75092,5.158112
84.79243,5.190565
84.83394,5.257556
84.87546,5.314896
84.91697,5.351929
84.95849,5.432115
85,5.513208
